"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"04.11.2015","9.880,00","9.955,00","10.075,00","9.840,00","","-0,80%"
"03.11.2015","9.960,00","10.095,00","10.165,00","9.900,00","","-1,48%"
"02.11.2015","10.110,00","10.040,00","10.165,00","10.020,00","","0,85%"
"30.10.2015","10.025,00","10.335,00","10.360,00","10.020,00","","-2,81%"
"29.10.2015","10.315,00","10.500,00","10.515,00","10.300,00","","-1,62%"
"28.10.2015","10.485,00","10.565,00","10.605,00","10.400,00","","-0,76%"
"27.10.2015","10.565,00","10.440,00","10.580,00","10.395,00","","0,96%"
"26.10.2015","10.465,00","10.530,00","10.575,00","10.395,00","","-0,29%"
"23.10.2015","10.495,00","10.365,00","10.665,00","10.360,00","","1,21%"
"22.10.2015","10.370,00","10.320,00","10.485,00","10.320,00","","-0,10%"
"21.10.2015","10.380,00","10.380,00","10.410,00","10.240,00","","-0,19%"
"20.10.2015","10.400,00","10.340,00","10.435,00","10.280,00","","0,58%"
"19.10.2015","10.340,00","10.550,00","10.590,00","10.315,00","","-2,04%"
"16.10.2015","10.555,00","10.560,00","10.640,00","10.515,00","","0,09%"
"15.10.2015","10.545,00","10.455,00","10.670,00","10.450,00","","0,72%"
"14.10.2015","10.470,00","10.395,00","10.500,00","10.375,00","","0,48%"
"13.10.2015","10.420,00","10.460,00","10.605,00","10.405,00","","-0,95%"
"12.10.2015","10.520,00","10.550,00","10.740,00","10.465,00","","-0,66%"
"09.10.2015","10.590,00","10.130,00","10.780,00","10.130,00","","4,13%"
"08.10.2015","10.170,00","10.160,00","10.190,00","10.070,00","","0,10%"
"07.10.2015","10.160,00","9.910,00","10.295,00","9.905,00","","2,52%"
"06.10.2015","9.910,00","9.880,00","10.015,00","9.835,00","","0,30%"
"05.10.2015","9.880,00","10.010,00","10.230,00","9.860,00","","-1,74%"
"02.10.2015","10.055,00","10.070,00","10.185,00","9.880,00","","-0,15%"
"01.10.2015","10.070,00","10.300,00","10.580,00","10.035,00","","-2,47%"
"30.09.2015","10.325,00","9.870,00","10.375,00","9.830,00","","4,61%"
"29.09.2015","9.870,00","9.780,00","9.905,00","9.685,00","","0,87%"
"28.09.2015","9.785,00","9.885,00","10.025,00","9.770,00","","-1,21%"
"25.09.2015","9.905,00","9.865,00","9.960,00","9.820,00","","-0,05%"
"24.09.2015","9.910,00","9.750,00","9.920,00","9.720,00","","1,64%"
"23.09.2015","9.750,00","9.630,00","9.865,00","9.605,00","","1,25%"
"22.09.2015","9.630,00","9.775,00","9.875,00","9.605,00","","-2,03%"
"21.09.2015","9.830,00","9.705,00","9.935,00","9.705,00","","1,34%"
"18.09.2015","9.700,00","9.980,00","10.035,00","9.700,00","","-2,22%"
"17.09.2015","9.920,00","10.050,00","10.185,00","9.920,00","","-1,29%"
"16.09.2015","10.050,00","10.045,00","10.280,00","9.945,00","","0,05%"
"15.09.2015","10.045,00","9.875,00","10.070,00","7.800,05","","1,72%"
"14.09.2015","9.875,00","10.230,00","10.325,00","9.870,00","","-4,03%"
"11.09.2015","10.290,00","10.360,00","10.395,00","10.215,00","","-0,91%"
"10.09.2015","10.385,00","9.960,00","10.470,00","9.945,00","","3,95%"
"09.09.2015","9.990,00","9.965,00","10.135,00","9.950,00","","0,20%"
"08.09.2015","9.970,00","9.700,00","10.045,00","9.635,00","","2,78%"
"07.09.2015","9.700,00","9.890,00","9.935,00","9.700,00","","-1,62%"
"04.09.2015","9.860,00","9.920,00","9.950,00","9.710,00","","-0,60%"
"03.09.2015","9.920,00","9.870,00","10.135,00","9.840,00","","0,76%"
"02.09.2015","9.845,00","9.740,00","9.930,00","9.715,00","","1,08%"
"01.09.2015","9.740,00","9.845,00","9.935,00","9.730,00","","-3,04%"
"28.08.2015","10.045,00","10.015,00","10.200,00","9.805,00","","0,35%"
"27.08.2015","10.010,00","9.555,00","10.080,00","9.500,00","","5,15%"
"26.08.2015","9.520,00","9.565,00","9.650,00","9.350,00","","-0,47%"
"25.08.2015","9.565,00","9.500,00","9.730,00","9.305,00","","0,47%"
"24.08.2015","9.520,00","10.125,00","10.125,00","9.215,00","","-6,53%"
"21.08.2015","10.185,00","10.325,00","10.370,00","10.065,00","","-1,36%"
"20.08.2015","10.325,00","10.420,00","10.525,00","10.290,00","","-0,72%"
"19.08.2015","10.400,00","10.350,00","10.475,00","10.325,00","","0,48%"
"18.08.2015","10.350,00","10.590,00","10.615,00","10.300,00","","-2,27%"
"17.08.2015","10.590,00","10.605,00","10.685,00","10.535,00","","-0,28%"
"14.08.2015","10.620,00","10.420,00","10.630,00","10.420,00","","1,87%"
"13.08.2015","10.425,00","10.595,00","10.705,00","10.405,00","","-1,60%"
"12.08.2015","10.595,00","10.725,00","10.730,00","9.900,00","","-0,98%"
"11.08.2015","10.700,00","11.160,00","11.270,00","10.665,00","","-4,21%"
"10.08.2015","11.170,00","10.765,00","11.215,00","10.765,00","","3,43%"
"07.08.2015","10.800,00","10.840,00","10.965,00","10.750,00","","-0,37%"
"06.08.2015","10.840,00","10.820,00","10.975,00","10.800,00","","0,18%"
"05.08.2015","10.820,00","10.830,00","10.975,00","10.775,00","","-0,09%"
"04.08.2015","10.830,00","10.745,00","10.960,00","10.705,00","","0,79%"
"03.08.2015","10.745,00","11.010,00","11.035,00","10.655,00","","-2,80%"
"31.07.2015","11.055,00","10.990,00","11.145,00","10.875,00","","0,45%"
"30.07.2015","11.005,00","11.230,00","11.350,00","10.955,00","","-2,00%"
"29.07.2015","11.230,00","11.260,00","11.400,00","11.130,00","","-0,27%"
"28.07.2015","11.260,00","10.930,00","11.340,00","10.930,00","","2,55%"
"27.07.2015","10.980,00","11.365,00","11.390,00","10.905,00","","-2,96%"
"24.07.2015","11.315,00","11.350,00","11.405,00","11.180,00","","-0,79%"
"23.07.2015","11.405,00","11.450,00","11.480,00","11.305,00","","-0,39%"
"22.07.2015","11.450,00","11.625,00","11.720,00","11.430,00","","-1,55%"
"21.07.2015","11.630,00","11.700,00","11.970,00","11.605,00","","-0,43%"
"20.07.2015","11.680,00","11.440,00","11.725,00","11.395,00","","2,23%"
"17.07.2015","11.425,00","11.530,00","11.590,00","11.405,00","","-1,25%"
"16.07.2015","11.570,00","11.460,00","11.675,00","11.340,00","","0,96%"
"15.07.2015","11.460,00","11.550,00","11.870,00","11.450,00","","-0,82%"
"14.07.2015","11.555,00","11.575,00","11.640,00","11.390,00","","-0,17%"
"13.07.2015","11.575,00","11.180,00","11.680,00","10.855,00","","3,39%"
"10.07.2015","11.195,00","11.410,00","11.655,00","11.165,00","","-2,18%"
"09.07.2015","11.445,00","10.855,00","11.525,00","10.765,00","","5,39%"
"08.07.2015","10.860,00","10.755,00","11.075,00","10.420,00","","0,98%"
"07.07.2015","10.755,00","11.630,00","11.775,00","10.430,00","","-7,52%"
"06.07.2015","11.630,00","11.910,00","11.910,00","11.510,00","","-2,51%"
"03.07.2015","11.930,00","12.180,00","12.205,00","11.930,00","","-2,05%"
"02.07.2015","12.180,00","11.990,00","12.235,00","11.935,00","","1,58%"
"01.07.2015","11.990,00","11.960,00","12.115,00","11.835,00","","-0,04%"
"30.06.2015","11.995,00","11.760,00","12.115,00","10.780,00","","2,00%"
"29.06.2015","11.760,00","12.440,00","12.525,00","11.730,00","","-5,24%"
"26.06.2015","12.410,00","12.700,00","12.760,00","12.400,00","","-2,36%"
"25.06.2015","12.710,00","12.720,00","12.820,00","12.575,00","","-0,24%"
"24.06.2015","12.740,00","12.820,00","12.960,00","12.715,00","","-0,62%"
"23.06.2015","12.820,00","12.450,00","12.900,00","12.450,00","","2,81%"
"22.06.2015","12.470,00","12.605,00","12.730,00","12.430,00","","-1,38%"
"19.06.2015","12.645,00","12.720,00","12.770,00","12.580,00","","-0,55%"
"18.06.2015","12.715,00","12.780,00","12.935,00","12.665,00","","-0,51%"
"17.06.2015","12.780,00","12.660,00","12.910,00","12.655,00","","0,71%"
"16.06.2015","12.690,00","12.930,00","12.975,00","12.675,00","","-1,93%"
"15.06.2015","12.940,00","13.080,00","13.130,00","12.780,00","","-1,30%"
"12.06.2015","13.110,00","13.260,00","13.315,00","12.925,00","","-1,54%"
"11.06.2015","13.315,00","13.475,00","13.560,00","13.240,00","","-1,63%"
"10.06.2015","13.535,00","13.370,00","13.665,00","13.350,00","","1,31%"
"09.06.2015","13.360,00","13.360,00","13.615,00","13.350,00","","-0,07%"
"08.06.2015","13.370,00","13.080,00","13.435,00","13.060,00","","2,18%"
"05.06.2015","13.085,00","12.910,00","13.160,00","12.835,00","","1,20%"
"04.06.2015","12.930,00","12.930,00","12.980,00","12.760,00","","0,00%"
"03.06.2015","12.930,00","13.000,00","13.060,00","12.895,00","","-0,54%"
"02.06.2015","13.000,00","12.910,00","13.115,00","12.825,00","","0,27%"
"01.06.2015","12.965,00","12.580,00","13.025,00","12.505,00","","3,06%"
"29.05.2015","12.580,00","12.775,00","12.835,00","12.555,00","","-1,53%"
"28.05.2015","12.775,00","12.860,00","13.020,00","12.755,00","","-0,66%"
"27.05.2015","12.860,00","12.740,00","12.905,00","12.650,00","","1,14%"
"26.05.2015","12.715,00","12.825,00","13.005,00","12.600,00","","-0,20%"
"22.05.2015","12.740,00","13.030,00","13.110,00","12.680,00","","-2,23%"
"21.05.2015","13.030,00","12.980,00","13.280,00","12.925,00","","-0,34%"
"20.05.2015","13.075,00","12.950,00","13.095,00","12.780,00","","0,97%"
"19.05.2015","12.950,00","13.710,00","13.740,00","12.920,00","","-5,54%"
"18.05.2015","13.710,00","13.775,00","13.940,00","13.710,00","","-0,90%"
"15.05.2015","13.835,00","13.770,00","14.025,00","13.675,00","","0,18%"
"14.05.2015","13.810,00","13.985,00","14.035,00","13.765,00","","-1,29%"
"13.05.2015","13.990,00","14.290,00","14.345,00","13.970,00","","-2,10%"
"12.05.2015","14.290,00","14.280,00","14.330,00","14.025,00","","0,39%"
"11.05.2015","14.235,00","14.310,00","14.515,00","14.205,00","","-0,52%"
"08.05.2015","14.310,00","14.125,00","14.380,00","14.050,00","","1,31%"
"07.05.2015","14.125,00","13.960,00","14.195,00","13.740,00","","1,18%"
"06.05.2015","13.960,00","14.250,00","14.580,00","13.865,00","","-2,00%"
"05.05.2015","14.245,00","13.810,00","14.340,00","13.680,00","","3,60%"
"01.05.2015","13.750,00","13.910,00","13.960,00","13.730,00","","-1,15%"
"30.04.2015","13.910,00","13.455,00","13.950,00","13.420,00","","3,38%"
"29.04.2015","13.455,00","13.405,00","13.505,00","13.210,00","","0,37%"
"28.04.2015","13.405,00","13.440,00","13.530,00","13.270,00","","-0,19%"
"27.04.2015","13.430,00","13.225,00","13.675,00","13.225,00","","1,36%"
"24.04.2015","13.250,00","12.710,00","13.310,00","12.690,00","","4,21%"
"23.04.2015","12.715,00","12.660,00","12.790,00","12.530,00","","0,47%"
"22.04.2015","12.655,00","12.680,00","12.770,00","12.625,00","","-0,20%"
"21.04.2015","12.680,00","12.765,00","12.915,00","12.630,00","","-0,70%"
"20.04.2015","12.770,00","12.700,00","12.815,00","12.385,00","","1,67%"
"17.04.2015","12.560,00","12.750,00","12.845,00","12.550,00","","-1,57%"
"16.04.2015","12.760,00","12.675,00","12.930,00","12.605,00","","0,67%"
"15.04.2015","12.675,00","12.560,00","12.715,00","12.510,00","","0,92%"
"14.04.2015","12.560,00","12.445,00","12.630,00","12.200,00","","0,60%"
"13.04.2015","12.485,00","12.635,00","12.820,00","12.435,00","","-1,58%"
"10.04.2015","12.685,00","12.520,00","12.825,00","12.520,00","","1,32%"
"09.04.2015","12.520,00","12.575,00","12.740,00","12.475,00","","-0,71%"
"08.04.2015","12.610,00","12.610,00","12.835,00","12.570,00","","-0,16%"
"07.04.2015","12.630,00","12.980,00","13.185,00","12.555,00","","-2,77%"
"02.04.2015","12.990,00","12.700,00","13.070,00","12.610,00","","2,28%"
"01.04.2015","12.700,00","12.310,00","12.765,00","12.310,00","","2,83%"
"31.03.2015","12.350,00","12.775,00","12.880,00","12.340,00","","-3,70%"
"30.03.2015","12.825,00","13.260,00","13.340,00","12.790,00","","-3,28%"
"27.03.2015","13.260,00","13.655,00","13.750,00","13.260,00","","-2,50%"
"26.03.2015","13.600,00","13.660,00","13.980,00","13.600,00","","-0,51%"
"25.03.2015","13.670,00","13.925,00","14.015,00","13.620,00","","-1,90%"
"24.03.2015","13.935,00","14.325,00","14.375,00","13.930,00","","-2,14%"
"23.03.2015","14.240,00","14.105,00","14.355,00","14.080,00","","0,85%"
"20.03.2015","14.120,00","13.710,00","14.235,00","13.655,00","","2,69%"
"19.03.2015","13.750,00","13.605,00","13.775,00","13.605,00","","0,70%"
"18.03.2015","13.655,00","13.725,00","13.795,00","13.490,00","","-0,51%"
"17.03.2015","13.725,00","13.925,00","13.945,00","13.550,00","","-1,44%"
"16.03.2015","13.925,00","14.075,00","14.185,00","13.880,00","","-1,49%"
"13.03.2015","14.135,00","13.950,00","14.160,00","13.865,00","","1,00%"
"12.03.2015","13.995,00","13.725,00","14.065,00","13.725,00","","1,60%"
"11.03.2015","13.775,00","14.050,00","14.200,00","13.715,00","","-1,75%"
"10.03.2015","14.020,00","14.425,00","14.450,00","14.005,00","","-2,74%"
"09.03.2015","14.415,00","14.300,00","14.660,00","14.250,00","","0,21%"
"06.03.2015","14.385,00","14.100,00","14.390,00","14.030,00","","1,77%"
"05.03.2015","14.135,00","13.965,00","14.265,00","13.885,00","","1,29%"
"04.03.2015","13.955,00","13.675,00","13.990,00","13.610,00","","2,05%"
"03.03.2015","13.675,00","13.865,00","13.930,00","13.605,00","","-1,44%"
"02.03.2015","13.875,00","14.085,00","14.175,00","13.860,00","","-1,35%"
"27.02.2015","14.065,00","14.365,00","14.400,00","13.985,00","","-2,09%"
"26.02.2015","14.365,00","14.285,00","14.565,00","14.250,00","","0,56%"
"25.02.2015","14.285,00","14.290,00","14.465,00","14.250,00","","-0,35%"
"24.02.2015","14.335,00","14.115,00","14.515,00","14.030,00","","1,56%"
"23.02.2015","14.115,00","13.900,00","14.190,00","13.900,00","","1,22%"
"20.02.2015","13.945,00","13.920,00","14.175,00","13.875,00","","-0,04%"
"19.02.2015","13.950,00","14.205,00","14.270,00","13.910,00","","-1,59%"
"18.02.2015","14.175,00","14.180,00","14.300,00","14.050,00","","-0,35%"
"17.02.2015","14.225,00","14.550,00","14.550,00","14.080,00","","-2,30%"
"16.02.2015","14.560,00","14.610,00","14.710,00","14.500,00","","-0,51%"
"13.02.2015","14.635,00","14.710,00","14.855,00","14.600,00","","-0,51%"
"12.02.2015","14.710,00","14.705,00","14.820,00","14.540,00","","0,03%"
"11.02.2015","14.705,00","14.755,00","14.895,00","14.510,00","","-0,37%"
"10.02.2015","14.760,00","15.120,00","15.165,00","14.725,00","","-2,67%"
"09.02.2015","15.165,00","15.100,00","15.255,00","15.045,00","","0,17%"
"06.02.2015","15.140,00","15.050,00","15.205,00","14.900,00","","0,33%"
"05.02.2015","15.090,00","15.075,00","15.145,00","14.750,00","","0,10%"
"04.02.2015","15.075,00","15.375,00","15.425,00","14.850,00","","-2,43%"
"03.02.2015","15.450,00","15.255,00","15.490,00","15.250,00","","1,31%"
"02.02.2015","15.250,00","15.050,00","15.385,00","14.975,00","","0,63%"
"30.01.2015","15.155,00","14.860,00","15.165,00","14.710,00","","1,99%"
"29.01.2015","14.860,00","14.965,00","14.965,00","14.745,00","","-0,60%"
"28.01.2015","14.950,00","14.750,00","15.060,00","14.630,00","","1,25%"
"27.01.2015","14.765,00","14.690,00","14.820,00","14.475,00","","0,14%"
"26.01.2015","14.745,00","14.215,00","14.800,00","14.015,00","","3,69%"
"23.01.2015","14.220,00","14.790,00","14.830,00","14.205,00","","-3,85%"
"22.01.2015","14.790,00","15.090,00","15.155,00","14.610,00","","-1,86%"
"21.01.2015","15.070,00","14.755,00","15.115,00","14.675,00","","2,31%"
"20.01.2015","14.730,00","14.440,00","14.865,00","14.440,00","","1,90%"
"19.01.2015","14.455,00","14.730,00","14.755,00","14.415,00","","-2,00%"
"16.01.2015","14.750,00","14.401,00","14.796,00","14.401,00","","2,15%"
"15.01.2015","14.440,00","14.245,00","14.705,00","14.245,00","","1,01%"
"14.01.2015","14.295,00","14.500,00","14.638,00","13.940,00","","-1,21%"
"13.01.2015","14.470,00","15.100,00","15.125,00","14.465,00","","-4,31%"
"12.01.2015","15.122,00","15.320,00","15.350,00","15.020,00","","-1,08%"
"09.01.2015","15.287,00","15.540,00","15.668,00","15.270,00","","-1,63%"
"08.01.2015","15.540,00","15.455,00","15.576,00","15.261,00","","0,06%"
"07.01.2015","15.531,00","15.256,00","15.560,00","15.210,00","","1,80%"
"06.01.2015","15.256,00","15.035,00","15.521,00","15.035,00","","0,87%"
"05.01.2015","15.125,00","14.825,00","15.170,00","14.625,00","","1,84%"
"02.01.2015","14.852,00","15.151,00","15.215,00","14.820,00","","-1,95%"
"31.12.2014","15.148,00","15.052,00","15.219,00","14.925,00","","0,64%"
"30.12.2014","15.051,00","15.055,00","15.245,00","14.875,00","","0,00%"
"29.12.2014","15.051,00","15.220,00","15.450,00","15.035,00","","-1,38%"
"24.12.2014","15.262,00","15.440,00","15.613,00","15.220,00","","-1,15%"
"23.12.2014","15.440,00","15.536,00","15.681,00","15.418,00","","-1,18%"
"22.12.2014","15.625,00","15.612,00","15.811,00","15.535,00","","0,08%"
"19.12.2014","15.612,00","15.523,00","15.764,00","15.401,00","","0,57%"
"18.12.2014","15.523,00","15.601,00","15.835,00","15.200,00","","-0,83%"
"17.12.2014","15.653,00","15.981,00","16.044,00","15.364,00","","-2,05%"
"16.12.2014","15.981,00","16.400,00","16.465,00","15.922,00","","-2,67%"
"15.12.2014","16.420,00","16.580,00","16.851,00","16.405,00","","-1,03%"
"12.12.2014","16.591,00","16.225,00","16.711,00","16.189,00","","2,26%"
"11.12.2014","16.225,00","16.325,00","16.410,00","16.180,00","","-0,61%"
"10.12.2014","16.325,00","16.524,00","16.610,00","16.325,00","","-1,20%"
"09.12.2014","16.524,00","16.650,00","16.695,00","16.336,00","","-0,99%"
"08.12.2014","16.689,00","16.720,00","16.875,00","16.618,00","","-0,21%"
"05.12.2014","16.724,00","17.092,00","17.191,00","16.724,00","","-2,15%"
"04.12.2014","17.092,00","16.565,00","17.125,00","16.565,00","","3,02%"
"03.12.2014","16.591,00","16.297,00","16.689,00","16.200,00","","1,93%"
"02.12.2014","16.277,00","16.250,00","16.331,00","16.114,00","","-0,21%"
"01.12.2014","16.312,00","16.065,00","16.341,00","15.858,00","","0,79%"
"28.11.2014","16.184,00","16.371,00","16.426,00","16.035,00","","-1,17%"
"27.11.2014","16.375,00","16.310,00","16.491,00","16.301,00","","0,13%"
"26.11.2014","16.353,00","16.415,00","16.473,00","16.245,00","","-0,67%"
"25.11.2014","16.463,00","16.521,00","16.631,00","16.312,00","","-0,35%"
"24.11.2014","16.521,00","16.535,00","16.766,00","16.431,00","","-0,05%"
"21.11.2014","16.530,00","16.305,00","16.637,00","16.245,00","","1,32%"
"20.11.2014","16.315,00","16.101,00","16.435,00","16.085,00","","1,37%"
"19.11.2014","16.095,00","15.601,00","16.291,00","15.561,00","","2,92%"
"18.11.2014","15.639,00","15.752,00","15.874,00","15.541,00","","-0,95%"
"17.11.2014","15.789,00","15.530,00","15.789,00","15.530,00","","1,25%"
"14.11.2014","15.594,00","15.346,00","15.638,00","15.315,00","","1,62%"
"13.11.2014","15.346,00","15.526,00","15.763,00","15.315,00","","-1,42%"
"12.11.2014","15.567,00","15.471,00","15.785,00","15.376,00","","0,75%"
"11.11.2014","15.451,00","15.204,00","15.472,00","15.100,00","","1,62%"
"10.11.2014","15.204,00","15.375,00","15.456,00","15.126,00","","-0,97%"
"07.11.2014","15.353,00","15.400,00","15.632,00","15.313,00","","-0,71%"
"06.11.2014","15.463,00","15.275,00","15.487,00","15.206,00","","1,20%"
"05.11.2014","15.279,00","15.250,00","15.354,00","14.900,00","","0,27%"
"04.11.2014","15.238,00","15.741,00","15.790,00","15.210,00","","-3,20%"
"03.11.2014","15.741,00","15.651,00","15.834,00","15.553,00","","0,28%"
"31.10.2014","15.697,00","15.711,00","16.170,00","15.631,00","","-0,42%"
"30.10.2014","15.763,00","15.551,00","15.825,00","15.326,00","","0,95%"
"29.10.2014","15.615,00","15.550,00","15.898,00","15.426,00","","0,13%"
"28.10.2014","15.595,00","14.701,00","15.645,00","14.690,00","","6,08%"
"27.10.2014","14.701,00","14.952,00","15.000,00","14.700,00","","-1,67%"
"24.10.2014","14.950,00","15.175,00","15.250,00","14.950,00","","-1,34%"
"23.10.2014","15.153,00","15.216,00","15.360,00","15.070,00","","-0,51%"
"22.10.2014","15.230,00","15.310,00","15.415,00","15.185,00","","-0,66%"
"21.10.2014","15.331,00","15.250,00","15.423,00","15.080,00","","0,53%"
"20.10.2014","15.250,00","15.685,00","15.755,00","15.215,00","","-2,84%"
"17.10.2014","15.695,00","15.500,00","15.885,00","15.466,00","","1,11%"
"16.10.2014","15.522,00","15.751,00","15.845,00","15.340,00","","-1,29%"
"15.10.2014","15.725,00","16.350,00","16.476,00","15.725,00","","-3,82%"
"14.10.2014","16.350,00","16.480,00","16.621,00","16.225,00","","-0,79%"
"13.10.2014","16.480,00","16.375,00","16.580,00","16.375,00","","0,36%"
"10.10.2014","16.421,00","16.577,00","16.681,00","16.351,00","","-0,94%"
"09.10.2014","16.577,00","16.407,00","16.830,00","16.406,00","","1,04%"
"08.10.2014","16.407,00","16.978,00","16.978,00","16.371,00","","-3,36%"
"07.10.2014","16.978,00","16.751,00","16.987,00","16.601,00","","1,32%"
"06.10.2014","16.756,00","16.575,00","16.812,00","16.451,00","","0,65%"
"03.10.2014","16.647,00","16.060,00","16.655,00","16.027,00","","3,66%"
"02.10.2014","16.060,00","16.150,00","16.275,00","16.012,00","","-0,65%"
"01.10.2014","16.165,00","16.265,00","16.305,00","15.869,00","","-0,61%"
"30.09.2014","16.265,00","16.657,00","16.823,00","16.265,00","","-2,31%"
"29.09.2014","16.650,00","16.800,00","16.811,00","16.536,00","","-1,25%"
